"id","name","account_root_id:id","tax_code_root_id:id","bank_account_view_id:id","property_account_receivable:id","property_account_payable:id","property_account_expense_categ:id","property_account_income_categ:id"
"l10n_tn","Plan Comptable Général (Tunisie)","l10n_tn.pcg_0","l10n_tn.tax","l10n_tn.pcg_5321","l10n_tn.pcg_4111","l10n_tn.pcg_4011","l10n_tn.pcg_6071","l10n_tn.pcg_7071"
